"","section","age","d13c","d13o","d18c","temp","d13a","d13a.sd","d13s","d13s.sd","R","R.sd","Sz","Sz.sd","co2","co2.sd"
"113","Fuxian",1493.95652173902,-6.89641052506397,-25.309,-10.1523387443432,17.8,-6.46986956520944,0.446056797579262,-16.5735344195612,0.351548557652896,0.638257982201794,0.0762264115442486,410.370622057259,291.474790955848,260.901137694651,192.557920142517
"114","Fuxian",1498.65217391293,-6.09152797097272,-24.549,-9.38753642059828,17.8,-6.80795652173096,0.446056797579262,-15.7831868065024,0.35120508075785,0.722981741241047,0.0882954463231104,349.156200054857,235.092052813065,251.364484883318,175.83655147738
"115","Fuxian",1504.1304347825,-5.68665662584749,-22.856,-9.46425842398503,17.8,-6.92083333333292,0.111654228162961,-15.3825753718937,0.355957441092912,0.612619907219403,0.0905717518372749,359.172464770295,240.007189892756,217.576171835589,152.863323981192
"116","Fuxian",1623.37499999976,-6.56537793359075,-23.943,-10.4509225379761,17.8,-6.16719791666521,0.115866302262565,-16.2457160620354,0.354112632509851,0.536945606383886,0.0740547672138894,427.482462683043,307.438603573098,227.945050819604,172.489187976822
"117","Fuxian",1644.15662650591,-5.76412391031522,-22.967,-9.70325115489129,17.8,-6.08734939758865,0.129357386079548,-15.4598508652967,0.356116303395657,0.556182391547858,0.0805572836968678,378.77830171737,251.289895326297,207.034421664304,146.591516684012
"118","Fuxian",1651.77710843362,-5.73553322259784,-23.164,-9.55691791783477,17.8,-6.2194277108405,0.25781130050226,-15.4228314371579,0.352411500082304,0.59439543611535,0.0819735127862059,362.918078878039,250.346421181311,213.134798725341,154.552483812087
"119","Fuxian",1664.69879518061,-5.98655946075519,-24.356,-9.36271199092118,17.8,-6.34512048192963,0.258585898042926,-15.6736003615512,0.354342919091668,0.686490650387121,0.0845463834027365,346.130150326834,228.561500761888,237.577359755679,161.965996330541
"120","Fuxian",1698.57876712324,-5.51011280922864,-23.853,-8.80506244131266,17.8,-6.74843036529463,0.418051033567275,-15.1969050423369,0.351601851302927,0.753160627632445,0.096484723944198,305.537074304352,196.738271251307,229.80267934211,152.896690538348
"121","Fuxian",1711.52397260269,-5.68858676687489,-24.277,-9.37503803040408,17.8,-6.4864155251133,0.307354301526214,-15.376561570069,0.35305135593018,0.744766819931268,0.0899366061182716,346.810448632802,233.338036297209,257.710553237048,179.73521780288
"122","Fuxian",1746.04687499991,-5.49708978302954,-24.22,-9.53012149784854,17.8,-6.78591145832839,0.393488669891947,-15.192868049587,0.350693479868008,0.802172919707596,0.0967549637428523,359.206728281923,240.559830655909,288.501395172984,201.125064769252
"123","Fuxian",1755.8906249999,-5.92787045173918,-22.961,-9.04599845420103,17.8,-6.4476510416761,0.488159809898357,-15.6200299539585,0.353838405352498,0.55129684199794,0.0820529389561581,323.772130336407,214.83833810614,177.265017571253,123.243692400791
"124","Fuxian",1756.5937499999,-6.13354177963333,-23.145,-9.27448509729197,17.8,-6.3813229166761,0.488159809898357,-15.8294053684854,0.349839078158093,0.531187818789288,0.0782537469450553,341.177653989848,226.377128783504,179.714802910981,125.521144772465
"125","Fuxian",1860.64814814796,-7.208451588912,-24.453,-9.7845716530984,17.8,-6.05377314814415,0.118180652674905,-16.8876318297727,0.352255681490559,0.487144782475216,0.0675302773317026,378.527350158655,256.735372540309,183.706796738863,130.163647283491
"126","Fuxian",1997.65354330704,-5.60309234248291,-23.511,-9.44262745382309,17.8,-5.98661417323013,0.275801861245835,-15.2978862986159,0.347726789859808,0.637108258936153,0.0826197481665371,347.524439267626,233.314586572375,219.968797165252,154.67065250154
"127","Fuxian",2002.33070866138,-6.01881220638904,-23.534,-9.22518240347677,17.8,-5.93823097112794,0.183371208208923,-15.7077222379228,0.349419173353593,0.567454213300021,0.0756180634878582,338.530204289902,221.397666509868,191.28271791823,129.935556114442
"128","Fuxian",2005.09448818894,-5.91821992619941,-24.083,-10.0021639051269,17.8,-5.98751837270277,0.183371208208923,-15.6132711263294,0.35066587672435,0.643357234752042,0.0791335693959067,392.036498927273,275.174982386239,249.730001614268,182.263586631699
"129","Fuxian",2054.99999999995,-4.93652983796926,-24.486,-8.82655533128047,17.8,-6.93500000000058,0.0713559154286922,-14.6330641456724,0.350992458047655,0.981102472050824,0.114325338893038,311.18208401273,195.747151215602,303.613721191057,197.558752841074
"130","Fuxian",2064.99999999995,-5.29377411928488,-24.33,-8.69244119052621,17.8,-6.65666666666887,0.221114600754149,-14.9950639563014,0.347793113203385,0.845644105775564,0.0988189368860797,298.076976520755,187.550238543509,252.413930623192,163.121798701198
"131","Fuxian",2074.99999999996,-5.9371882419299,-24.341,-9.55683611746508,17.8,-6.4033333333336,0.0991211380079951,-15.6188612073056,0.355690367635461,0.698195573672396,0.0861851887706565,356.987291418964,242.186062820234,248.178145396262,173.239368798041
"132","Fuxian",2155.21367521368,-4.57059437112639,-22.643,-8.61374498764064,17.8,-6.43705128205116,0.122338328690017,-14.275330915659,0.352701753803179,0.773651099848919,0.10410383247002,294.314978722841,188.531927379705,227.130028346797,152.608566859874
"133","Fuxian",2160.10256410257,-4.59389508252184,-22.619,-9.4989646163167,17.8,-6.31614529914536,0.137961347243833,-14.2899601810169,0.354841771252195,0.756281165376359,0.102002573285924,350.456685939075,234.920316729315,264.878778675408,184.514116023942
"134","Fuxian",2165.36752136753,-4.83666126403796,-23.617,-8.45970609742971,17.8,-6.37493732193742,0.137961347243833,-14.5390475557835,0.358156249020613,0.830215902065571,0.102472212862027,293.015031143128,176.293332870606,241.944081898014,151.150204836326
"135","Fuxian",2237.02941176472,-4.92481928685982,-24.824,-9.24938788260078,17.8,-6.24167647058855,0.151547572288924,-14.6353804930055,0.348829233330442,0.94246004374313,0.102091834785653,340.783121087753,223.083027595103,319.387184834449,213.89835273399
"136","Fuxian",2243.4117647059,-5.66266074131795,-23.998,-9.4034979728608,17.8,-6.40041176470635,0.156498136304132,-15.359409497845,0.350198311573939,0.710095940644843,0.0875055332219257,350.186406004263,235.451265752886,246.076226591039,172.391278855522
"137","Fuxian",2244.9,-5.81000393169461,-23.066,-10.046715970163,17.8,-6.43985,0.156498136304132,-15.4948450581152,0.351122796407335,0.582557224083317,0.0835581062361472,398.949335421847,282.424403704504,230.698067740974,169.974983205943
"138","Fuxian",2511.31868131873,-4.17581356468497,-23.861,-9.15059081933134,17.8,-6.67600732600436,0.374020944155092,-13.8824784563261,0.352610408297554,1.06758264405427,0.124911049078901,336.516636297022,221.41978138498,358.664361971105,243.518483815519
"139","Fuxian",2518.1,-4.44192044764964,-22.481,-9.2235559605582,17.8,-6.26121666666666,0.374020944155092,-14.1432822495974,0.352803459376121,0.76611059005683,0.103373734113191,337.852542921027,223.233930943397,256.468748051639,177.394250887813
"140","Fuxian",2527.80219780226,-5.64583102431254,-24.373,-10.2346928272476,17.8,-6.17230769230791,0.143874945699382,-15.3399325208401,0.354693748569222,0.735829858585458,0.086971227258102,412.580552478567,295.998403720894,302.549855758715,222.917676889122
"141","Fuxian",2534.6,-5.25301701973126,-24.2,-9.30079393039864,17.8,-6.1869,0.116189500386223,-14.9584483817929,0.353419822892065,0.793004331560763,0.0939932634145336,340.75005987454,228.172123084826,268.560259059282,187.148092941346
