age,GMST
3.313,2.44
3.314,2.60
3.315,2.65
3.316,2.73
3.317,2.78
3.318,2.83
3.319,2.82
3.32,3.01
3.321,2.94
3.322,2.89
3.323,2.89
3.324,2.85
3.325,2.77
3.326,2.77
3.327,2.76
3.328,2.75
3.329,2.76
3.33,2.69
3.331,2.74
3.332,2.74
3.333,2.92
3.334,3.01
3.335,2.99
3.336,2.85
3.337,2.82
3.338,2.81
3.339,2.73
3.34,2.91
3.341,2.82
3.342,2.76
3.343,2.81
3.344,2.78
3.345,2.74
3.346,2.77
3.347,2.79
3.348,2.89
3.349,2.89
3.35,2.90
3.351,2.96
3.352,3.45
3.353,3.47
3.354,3.50
3.355,3.54
3.356,3.65
3.357,3.56
3.358,3.62
3.359,3.63
3.36,3.63
3.361,3.73
3.362,3.64
3.363,3.62
3.364,3.54
3.365,3.78
3.366,3.52
3.367,3.37
3.368,3.43
3.369,3.35
3.37,3.27
3.371,3.33
3.372,3.15
3.373,3.27
3.374,3.22
3.375,3.14
3.376,3.11
3.377,3.03
3.378,3.05
3.379,3.12
3.38,3.28
3.381,3.17
3.382,3.16
3.383,3.32
3.384,3.28
3.385,3.28
3.386,3.26
3.387,3.36
3.388,3.49
3.389,3.47
3.39,3.49
3.391,3.47
3.392,3.43
3.393,3.42
3.394,3.60
3.395,3.40
3.396,3.33
3.397,3.35
3.398,3.31
3.399,3.34
3.4,3.41
3.401,3.44
3.402,3.36
3.403,3.29
3.404,3.34
3.405,3.44
3.406,3.62
3.407,3.66
3.408,3.70
3.409,3.68
3.41,3.70
3.411,3.75
3.412,3.80
3.413,3.77
3.414,3.78
3.415,3.72
3.416,3.86
3.417,3.77
3.418,3.87
3.419,3.65
3.42,3.51
3.421,3.67
3.422,3.51
3.423,3.41
3.424,3.37
3.425,3.39
3.426,3.39
3.427,3.38
3.428,3.30
3.429,3.29
3.43,3.29
3.431,3.27
3.432,3.50
3.433,3.51
3.434,3.61
3.435,3.38
3.436,3.48
3.437,3.52
3.438,3.53
3.439,3.64
3.44,3.75
3.441,3.51
3.442,3.52
3.443,3.44
3.444,3.34
3.445,3.54
3.446,3.55
3.447,3.58
3.448,3.67
3.449,3.69
3.45,3.60
3.451,3.60
3.452,3.58
3.453,3.55
3.454,3.57
3.455,3.57
3.456,3.60
3.457,3.66
3.458,3.71
3.459,3.79
3.46,3.69
3.461,3.61
3.462,3.57
3.463,3.50
3.464,3.45
3.465,3.30
3.466,3.26
3.467,2.94
3.468,3.25
3.469,3.31
3.47,3.29
3.471,3.41
3.472,3.47
3.473,3.58
3.474,3.57
3.475,3.66
3.476,3.90
3.477,3.96
3.478,4.06
3.479,3.89
3.48,4.08
3.481,4.06
3.482,4.04
3.483,4.06
3.484,4.07
3.485,4.06
3.486,4.06
3.487,4.13
3.488,4.11
3.489,4.17
3.49,4.16
3.491,4.28
3.492,4.27
3.493,4.28
3.494,4.26
3.495,4.26
3.496,4.27
3.497,4.28
3.498,4.24
3.499,4.24
3.5,4.05
3.501,4.25
3.502,4.21
3.503,4.16
3.504,4.15
3.505,4.12
3.506,4.08
3.507,4.03
3.508,3.95
3.509,3.90
3.51,3.86
3.511,3.77
3.512,3.50
3.513,3.49
3.514,3.50
3.515,3.51
3.516,3.51
3.517,3.48
3.518,3.45
3.519,3.59
3.52,3.65
3.521,3.67
3.522,3.68
3.523,3.70
3.524,3.75
3.525,3.84
3.526,3.87
3.527,3.82
3.528,3.88
3.529,4.04
3.53,3.90
3.531,3.87
3.532,3.85
3.533,3.79
3.534,3.77
3.535,3.75
3.536,3.79
3.537,3.60
3.538,3.64
3.539,3.58
3.54,3.50
3.541,3.56
3.542,3.58
3.543,3.59
3.544,3.65
3.545,3.77
3.546,3.70
3.547,3.70
3.548,3.71
3.549,3.70
3.55,3.70
3.551,3.76
3.552,3.74
3.553,3.79
3.554,3.77
3.555,3.72
3.556,3.81
3.557,3.78
3.558,3.93
3.559,3.60
3.56,3.64
3.561,3.59
3.562,3.67
3.563,3.58
3.564,3.61
3.565,3.65
3.566,3.56
3.567,3.65
3.568,3.73
3.569,3.66
3.57,3.69
3.571,3.79
3.572,3.81
3.573,3.75
3.574,3.75
3.575,3.72
3.576,3.63
3.577,3.55
3.578,3.51
3.579,3.47
3.58,3.45
3.581,3.42
3.582,3.42
3.583,3.48
3.584,3.61
3.585,3.69
3.586,3.59
3.587,3.70
3.588,3.85
3.589,3.97
3.59,4.00
3.591,4.00
3.592,4.06
3.593,3.96
3.594,3.98
3.595,4.02
3.596,3.91
3.597,3.96
3.598,4.01
3.599,4.12
3.6,4.14
3.601,4.24
3.602,4.27
3.603,4.26
3.604,4.36
3.605,4.38
3.606,4.37
3.607,4.33
3.608,4.32
3.609,4.31
3.61,4.30
3.611,4.28
3.612,4.24
3.613,4.27
3.614,4.02
3.615,4.15
3.616,3.71
3.617,4.16
3.618,4.14
3.619,4.18
3.62,4.23
3.621,4.14
3.622,4.07
3.623,4.11
3.624,4.18
3.625,4.24
3.626,4.28
3.627,4.24
3.628,4.17
3.629,4.12
3.63,4.10
3.631,4.06
3.632,4.05
3.633,4.04
3.634,4.02
3.635,4.03
3.636,3.86
3.637,3.94
3.638,3.99
3.639,3.96
3.64,3.94
3.641,3.85
3.642,3.82
3.643,3.93
3.644,4.01
3.645,4.05
3.646,4.14
3.647,4.13
3.648,4.12
3.649,4.13
3.65,4.11
3.651,4.20
3.652,4.20
3.653,4.18
3.654,4.14
3.655,4.10
3.656,4.05
3.657,4.05
3.658,4.06
3.659,3.65
3.66,4.02
3.661,4.05
3.662,4.08
3.663,4.10
3.664,4.06
3.665,4.07
3.666,4.10
3.667,3.89
3.668,4.06
3.669,4.26
3.67,3.95
3.671,3.95
3.672,3.88
3.673,3.79
3.674,3.76
3.675,3.78
3.676,3.85
3.677,3.89
3.678,3.88
3.679,3.88
3.68,3.97
3.681,3.95
3.682,4.21
3.683,4.24
3.684,4.25
3.685,4.24
3.686,4.24
3.687,4.21
3.688,4.23
3.689,4.24
3.69,4.24
3.691,4.23
3.692,4.19
3.693,4.23
3.694,4.10
3.695,4.13
3.696,4.05
3.697,4.01
3.698,3.98
3.699,3.96
3.7,3.90
3.701,3.83
3.702,3.55
3.703,3.74
3.704,3.73
3.705,3.73
3.706,3.72
3.707,3.72
3.708,3.69
3.709,3.67
3.71,3.74
3.711,3.68
3.712,3.82
3.713,3.71
3.714,3.71
3.715,3.71
3.716,3.72
3.717,3.88
3.718,3.93
3.719,4.01
3.72,3.89
3.721,4.12
3.722,4.14
3.723,4.14
3.724,4.16
3.725,4.28
3.726,4.11
3.727,4.12
3.728,4.10
3.729,4.07
3.73,4.03
3.731,3.99
3.732,3.87
3.733,3.99
3.734,3.96
3.735,3.99
3.736,4.05
3.737,4.04
3.738,4.02
3.739,4.05
3.74,3.98
3.741,4.12
3.742,4.17
3.743,4.17
3.744,4.16
3.745,4.38
3.746,4.12
3.747,4.16
3.748,4.20
3.749,4.24
3.75,4.06
3.751,4.12
3.752,3.76
3.753,4.14
3.754,4.15
3.755,4.17
3.756,4.29
3.757,4.18
3.758,4.16
3.759,4.17
3.76,4.35
3.761,4.30
3.762,4.30
3.763,4.40
3.764,4.46
3.765,4.49
3.766,4.48
3.767,4.48
3.768,4.48
3.769,4.43
3.77,4.56
3.771,4.54
3.772,4.35
3.773,4.48
3.774,4.48
3.775,4.46
3.776,4.44
3.777,4.40
3.778,4.35
3.779,4.29
3.78,4.24
3.781,4.18
3.782,4.11
3.783,4.09
3.784,4.09
3.785,4.14
3.786,4.15
3.787,4.14
3.788,4.12
3.789,4.12
3.79,4.12
3.791,4.18
3.792,4.19
3.793,4.20
3.794,4.22
3.795,4.23
3.796,4.25
3.797,4.29
3.798,4.56
3.799,4.23
3.8,4.22
3.801,4.19
3.802,4.17
3.803,4.14
3.804,4.11
3.805,4.22
3.806,4.18
3.807,4.18
3.808,4.17
3.809,4.13
3.81,4.04
3.811,4.15
3.812,4.18
3.813,4.26
3.814,4.17
3.815,4.16
3.816,4.02
3.817,4.13
3.818,4.06
3.819,4.12
3.82,4.12
3.821,4.19
3.822,4.19
3.823,4.13
3.824,4.08
3.825,4.08
3.826,4.18
3.827,4.16
3.828,4.14
3.829,4.11
3.83,4.14
3.831,4.18
3.832,4.15
3.833,4.31
3.834,4.14
3.835,4.15
3.836,4.16
3.837,4.28
3.838,4.22
3.839,4.22
3.84,4.19
3.841,4.30
3.842,4.40
3.843,4.41
3.844,4.45
3.845,4.48
3.846,4.46
3.847,4.47
3.848,4.45
3.849,4.43
3.85,4.36
3.851,4.39
3.852,4.37
3.853,4.45
3.854,4.54
3.855,4.58
3.856,4.62
3.857,4.66
3.858,4.68
3.859,4.61
3.86,4.52
3.861,4.62
3.862,4.58
3.863,4.50
3.864,4.47
3.865,4.43
3.866,4.39
3.867,4.41
3.868,4.17
3.869,4.28
3.87,4.23
3.871,4.18
3.872,4.14
3.873,4.15
3.874,4.17
3.875,4.19
3.876,4.23
3.877,4.26
3.878,4.22
3.879,4.31
3.88,4.32
3.881,4.36
3.882,4.39
3.883,4.45
3.884,4.50
3.885,4.59
3.886,4.64
3.887,4.68
3.888,4.73
3.889,4.74
3.89,4.76
3.891,4.72
3.892,4.55
3.893,4.55
3.894,4.55
3.895,4.46
3.896,4.39
3.897,4.69
3.898,4.47
3.899,4.50
3.9,4.49
3.901,4.56
3.902,4.56
3.903,4.55
3.904,4.56
3.905,4.43
3.906,4.41
3.907,4.39
3.908,4.36
3.909,4.33
3.91,4.27
3.911,4.29
3.912,4.24
3.913,4.22
3.914,4.44
3.915,4.38
3.916,4.18
3.917,4.12
3.918,4.29
3.919,4.01
3.92,3.90
3.921,3.93
3.922,3.96
3.923,3.99
3.924,4.01
3.925,4.09
3.926,4.08
3.927,4.28
3.928,4.53
3.929,4.54
3.93,4.53
3.931,4.25
3.932,4.56
3.933,4.55
3.934,4.56
3.935,4.76
3.936,4.78
3.937,4.82
3.938,4.84
3.939,4.79
3.94,4.74
3.941,4.74
3.942,4.75
3.943,4.76
3.944,4.78
3.945,4.78
3.946,4.82
3.947,4.81
3.948,4.81
3.949,4.81
3.95,4.52
3.951,4.27
3.952,4.60
3.953,4.60
3.954,4.59
3.955,4.59
3.956,4.60
3.957,4.67
3.958,4.68
3.959,4.65
3.96,4.50
3.961,4.68
3.962,4.62
3.963,4.59
3.964,4.56
3.965,4.53
3.966,4.50
3.967,4.46
3.968,4.44
3.969,4.42
3.97,4.38
3.971,4.34
3.972,4.31
3.973,4.04
3.974,3.92
3.975,4.20
3.976,4.19
3.977,4.19
3.978,4.17
3.979,4.22
3.98,4.20
3.981,4.16
3.982,3.18
3.983,3.18
3.984,2.87
3.985,3.29
3.986,3.38
3.987,3.38
3.988,3.52
3.989,3.57
3.99,3.72
3.991,3.80
3.992,3.87
3.993,3.92
3.994,3.98
3.995,4.03
3.996,4.10
3.997,4.18
3.998,4.15
3.999,4.19
4,4.39
4.001,4.27
4.002,4.71
4.003,4.29
4.004,4.47
4.005,3.91
4.006,4.03
4.007,3.99
4.008,3.90
4.009,3.91
4.01,3.88
4.011,3.86
4.012,4.00
4.013,3.95
4.014,4.02
4.015,4.12
4.016,3.84
4.017,4.05
4.018,4.15
4.019,4.25
4.02,4.29
4.021,4.39
4.022,4.42
4.023,4.89
4.024,5.00
4.025,4.96
4.026,4.98
4.027,4.64
4.028,4.65
4.029,4.58
4.03,4.51
4.031,4.49
4.032,4.45
4.033,4.36
4.034,4.32
4.035,4.28
4.036,4.24
4.037,3.95
4.038,4.18
4.039,4.03
4.04,4.20
4.041,4.02
4.042,3.92
4.043,3.91
4.044,3.97
4.045,3.87
4.046,4.16
4.047,3.86
4.048,3.86
4.049,3.96
4.05,4.08
4.051,3.70
4.052,4.28
4.053,4.37
4.054,4.44
4.055,4.50
4.056,4.55
4.057,4.60
4.058,4.64
4.059,4.82
4.06,4.67
4.061,4.76
4.062,4.71
4.063,4.65
4.064,4.61
4.065,4.59
4.066,4.63
4.067,4.56
4.068,4.54
4.069,4.53
4.07,4.49
4.071,4.45
4.072,4.46
4.073,4.51
4.074,4.35
4.075,4.40
4.076,4.07
4.077,4.49
4.078,4.44
4.079,4.53
4.08,4.52
4.081,4.41
4.082,4.36
4.083,4.31
4.084,4.48
4.085,4.27
4.086,4.26
4.087,4.24
4.088,4.17
4.089,4.21
4.09,4.19
4.091,4.24
4.092,4.24
4.093,4.23
4.094,4.21
4.095,4.20
4.096,4.15
4.097,4.15
4.098,4.16
4.099,4.22
4.1,4.29
4.101,4.34
4.102,4.41
4.103,4.24
4.104,4.26
4.105,4.52
4.106,4.29
4.107,4.29
4.108,4.15
4.109,4.14
4.11,4.08
4.111,4.26
4.112,4.37
4.113,4.30
4.114,4.27
4.115,4.16
4.116,4.05
4.117,3.59
4.118,3.56
4.119,3.42
4.12,3.90
4.121,3.82
4.122,3.83
4.123,3.87
4.124,3.91
4.125,3.92
4.126,3.77
4.127,3.78
4.128,3.78
4.129,3.82
4.13,3.85
4.131,4.10
4.132,4.19
4.133,4.08
4.134,4.09
4.135,4.15
4.136,4.16
4.137,4.18
4.138,4.13
4.139,4.17
4.14,4.00
4.141,4.08
4.142,4.10
4.143,4.26
4.144,4.15
4.145,4.18
4.146,4.21
4.147,4.24
4.148,4.25
4.149,4.25
4.15,4.25
4.151,4.25
4.152,4.24
4.153,4.24
4.154,4.25
4.155,4.24
4.156,4.07
4.157,4.10
4.158,4.09
4.159,4.15
4.16,4.17
4.161,3.92
4.162,3.96
4.163,3.94
4.164,3.93
4.165,3.92
4.166,4.21
4.167,4.21
4.168,4.31
4.169,4.40
4.17,4.49
4.171,4.53
4.172,4.66
4.173,4.50
4.174,4.49
4.175,4.28
4.176,4.39
4.177,4.25
4.178,3.91
4.179,4.19
4.18,4.33
4.181,4.37
4.182,4.41
4.183,4.47
4.184,4.53
4.185,4.53
4.186,4.52
4.187,4.48
4.188,4.40
4.189,4.32
4.19,4.23
4.191,4.13
4.192,4.01
4.193,3.88
4.194,3.73
4.195,3.62
4.196,3.57
4.197,3.50
4.198,3.47
4.199,3.45
4.2,4.03
4.201,3.86
4.202,3.82
4.203,3.76
4.204,3.74
4.205,4.12
4.206,3.79
4.207,3.77
4.208,4.08
4.209,3.87
4.21,3.94
4.211,3.87
4.212,3.88
4.213,3.89
4.214,4.14
4.215,4.08
4.216,4.08
4.217,4.09
4.218,3.99
4.219,4.02
4.22,4.04
4.221,4.08
4.222,4.09
4.223,4.32
4.224,4.34
4.225,4.35
4.226,4.32
4.227,4.31
4.228,4.30
4.229,4.51
4.23,4.47
4.231,4.48
4.232,4.46
4.233,4.46
4.234,4.46
4.235,4.25
4.236,4.22
4.237,4.42
4.238,4.34
4.239,4.39
4.24,4.43
4.241,4.41
4.242,4.41
4.243,4.46
4.244,4.34
4.245,4.18
4.246,4.30
4.247,4.27
4.248,4.25
4.249,4.22
4.25,4.26
4.251,4.17
4.252,4.16
4.253,4.14
4.254,3.96
4.255,4.12
4.256,4.31
4.257,4.56
4.258,4.31
4.259,4.27
4.26,4.20
4.261,4.20
4.262,4.15
4.263,4.25
4.264,4.34
4.265,4.43
4.266,4.52
4.267,4.45
4.268,4.42
4.269,4.42
4.27,4.39
4.271,4.35
4.272,4.29
4.273,4.29
4.274,4.28
4.275,4.31
4.276,4.35
4.277,4.39
4.278,4.44
4.279,4.39
4.28,4.62
4.281,4.63
4.282,4.63
4.283,4.61
4.284,4.45
4.285,4.43
4.286,4.33
4.287,4.34
4.288,4.36
4.289,4.34
4.29,4.57
4.291,4.31
4.292,4.31
4.293,4.31
4.294,4.44
4.295,4.32
4.296,4.53
4.297,4.58
4.298,4.63
4.299,4.42
4.3,4.68
4.301,4.23
4.302,4.52
4.303,4.46
4.304,4.42
4.305,4.39
4.306,4.42
4.307,4.45
4.308,4.47
4.309,4.50
4.31,4.52
4.311,4.51
4.312,4.44
4.313,4.27
4.314,4.22
4.315,4.30
4.316,4.12
4.317,4.24
4.318,4.28
4.319,4.38
4.32,4.27
4.321,4.20
4.322,3.96
4.323,3.97
4.324,3.98
4.325,3.99
4.326,3.98
4.327,3.97
4.328,3.91
4.329,3.85
4.33,3.87
4.331,3.89
4.332,3.90
4.333,4.18
4.334,3.93
4.335,4.03
4.336,3.93
4.337,3.91
4.338,3.62
4.339,3.99
4.34,3.76
4.341,3.84
4.342,3.83
4.343,3.77
4.344,3.41
4.345,3.72
4.346,3.72
4.347,3.74
4.348,3.78
4.349,3.83
4.35,3.88
4.351,3.93
4.352,3.97
4.353,4.04
4.354,4.00
4.355,3.95
4.356,4.34
4.357,3.99
4.358,4.07
4.359,4.14
4.36,3.96
4.361,3.96
4.362,4.00
4.363,4.03
4.364,4.03
4.365,3.93
4.366,4.02
4.367,3.97
4.368,3.97
4.369,3.96
4.37,3.97
4.371,3.94
4.372,3.98
4.373,4.04
4.374,4.10
4.375,3.94
4.376,3.92
4.377,3.93
4.378,3.97
4.379,4.00
4.38,4.29
4.381,4.36
4.382,4.37
4.383,4.35
4.384,4.35
4.385,4.35
4.386,4.35
4.387,4.37
4.388,4.36
4.389,4.35
4.39,4.33
4.391,4.45
4.392,4.44
4.393,4.15
4.394,4.28
4.395,4.27
4.396,4.21
4.397,4.15
4.398,4.14
4.399,4.14
4.4,4.10
4.401,4.46
4.402,3.86
4.403,3.78
4.404,3.87
4.405,3.68
4.406,3.63
4.407,3.56
4.408,3.72
4.409,3.68
4.41,3.63
4.411,3.88
4.412,3.63
4.413,3.61
4.414,3.60
4.415,3.60
4.416,3.61
4.417,3.62
4.418,3.64
4.419,3.66
4.42,3.80
4.421,3.74
4.422,3.75
4.423,3.77
4.424,4.09
4.425,4.28
4.426,3.84
4.427,3.87
4.428,3.97
4.429,3.98
4.43,3.99
4.431,3.84
4.432,3.98
4.433,3.99
4.434,3.94
4.435,4.00
4.436,3.99
4.437,3.96
4.438,3.94
4.439,3.98
4.44,3.90
4.441,4.02
4.442,4.01
4.443,3.86
4.444,4.02
4.445,4.03
4.446,4.55
4.447,4.04
4.448,3.99
4.449,4.01
4.45,3.78
4.451,3.86
4.452,3.81
4.453,3.85
4.454,3.85
4.455,3.84
4.456,3.84
4.457,3.69
4.458,3.54
4.459,3.39
4.46,3.32
4.461,3.35
4.462,3.34
4.463,3.41
4.464,3.48
4.465,3.57
4.466,3.61
4.467,3.63
4.468,3.65
4.469,4.21
4.47,3.74
4.471,4.11
4.472,4.15
4.473,4.23
4.474,4.31
4.475,4.40
4.476,4.42
4.477,4.41
4.478,4.40
4.479,4.47
4.48,4.27
4.481,4.33
4.482,4.26
4.483,4.25
4.484,4.20
4.485,4.17
4.486,4.15
4.487,4.13
4.488,4.09
4.489,4.08
4.49,4.04
4.491,3.92
4.492,3.98
4.493,3.56
4.494,3.93
4.495,3.90
4.496,3.85
4.497,3.79
4.498,3.73
4.499,3.69
4.5,3.69
